tokens;labels;text;DMC
[743];1479;Золотник;DMC-URALM-A-A7-50-00-00A-041A-A
[512];1480;Характеристика;DMC-URALM-A-A7-50-00-00A-041A-A
[555];1480;Характеристика;DMC-URALM-A-A7-50-00-00A-041A-A
[40, 3187];1481;Клапан четырёхконтурный;DMC-URALM-A-A7-50-00-00A-041A-A
[44, 2633];1481;Клапан четырёхконтурный;DMC-URALM-A-A7-50-00-00A-041A-A
[385];1482;трубопроводов.;DMC-URALM-A-A7-50-00-00A-041A-A
[420, 178, 261];1483;Муфта включения сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[246, 182, 270];1483;Муфта включения сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[537, 631];1484;Фитинг гидравлический;DMC-URALM-A-A7-50-00-00A-041A-A
[537, 650];1484;Фитинг гидравлический;DMC-URALM-A-A7-50-00-00A-041A-A
[1370, 914, 1697, 81];1485;Эксцентрик регулировки свободного хода;DMC-URALM-A-A7-50-00-00A-041A-A
[1370, 986, 874, 81];1485;Эксцентрик регулировки свободного хода;DMC-URALM-A-A7-50-00-00A-041A-A
[458, 122, 5, 2209];1486;Регулятор давления с адсорбером;DMC-URALM-A-A7-50-00-00A-041A-A
[458, 125, 5, 2209];1486;Регулятор давления с адсорбером;DMC-URALM-A-A7-50-00-00A-041A-A
[948, 12, 38, 48, 38];1487;Зазор от 0,2 мм до 0,6 мм**;DMC-URALM-A-A7-50-00-00A-041A-A
[671, 2210, 349];1488;Чашка поджимной пружины;DMC-URALM-A-A7-50-00-00A-041A-A
[792, 2634, 247];1488;Чашка поджимной пружины;DMC-URALM-A-A7-50-00-00A-041A-A
[385, 2211];1489;Трубопровод гидропривода;DMC-URALM-A-A7-50-00-00A-041A-A
[134, 3188];1490;Крышка бачка;DMC-URALM-A-A7-50-00-00A-041A-A
[136, 994];1490;Крышка бачка;DMC-URALM-A-A7-50-00-00A-041A-A
[40, 166];1491;Клапан управления;DMC-URALM-A-A7-50-00-00A-041A-A
[44, 171];1491;Клапан управления;DMC-URALM-A-A7-50-00-00A-041A-A
[262, 178, 261];1492;Вилка включения сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[250, 182, 270];1492;Вилка включения сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[206, 1323];1493;Кольцо уплотнительное;DMC-URALM-A-A7-50-00-00A-041A-A
[219, 646];1493;Кольцо уплотнительное;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 87];1494;Полость корпуса (1);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 87];1494;Полость корпуса (1);DMC-URALM-A-A7-50-00-00A-041A-A
[176, 2212];1495;Диск демпфера;DMC-URALM-A-A7-50-00-00A-041A-A
[87, 234, 591, 670, 1320, 134];1496;Корпус со стороны поршня закрыт крышкой (;DMC-URALM-A-A7-50-00-00A-041A-A
[87, 234, 611, 1552, 3786, 136];1496;Корпус со стороны поршня закрыт крышкой (;DMC-URALM-A-A7-50-00-00A-041A-A
[186, 2, 838, 211];1497;ведущих и ведомых частей;DMC-URALM-A-A7-50-00-00A-041A-A
[115, 2, 334, 217];1497;ведущих и ведомых частей;DMC-URALM-A-A7-50-00-00A-041A-A
[366, 1698];1498;Бачок компенсационный;DMC-URALM-A-A7-50-00-00A-041A-A
[366, 1828];1498;Бачок компенсационный;DMC-URALM-A-A7-50-00-00A-041A-A
[486];1499;Рукав;DMC-URALM-A-A7-50-00-00A-041A-A
[1122];1499;Рукав;DMC-URALM-A-A7-50-00-00A-041A-A
[103, 140, 47, 28];1500;АО «Автомобильный завод «УРАЛ»;DMC-URALM-A-A7-50-00-00A-041A-A
[18, 144, 47, 29];1500;АО «Автомобильный завод «УРАЛ»;DMC-URALM-A-A7-50-00-00A-041A-A
[914, 573, 81, 1371];1501;Регулировка полного хода педали ;DMC-URALM-A-A7-50-00-00A-041A-A
[986, 597, 81, 1555];1501;Регулировка полного хода педали ;DMC-URALM-A-A7-50-00-00A-041A-A
[35, 178, 261];1502;Привод включения сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[35, 182, 270];1502;Привод включения сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 538, 348, 743, 2, 87];1503;Полость (G) между золотником (17) и корпусом (16);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 538, 358, 743, 2, 87];1503;Полость (G) между золотником (17) и корпусом (16);DMC-URALM-A-A7-50-00-00A-041A-A
[156];1504;Шток;DMC-URALM-A-A7-50-00-00A-041A-A
[300, 539, 261];1505;Главный цилиндр сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[314, 539, 270];1505;Главный цилиндр сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[260];1506;C;DMC-URALM-A-A7-50-00-00A-041A-A
[538];1507;G;DMC-URALM-A-A7-50-00-00A-041A-A
[261, 878, 887, 1699, 3189, 2213, 3190, 3191, 141];1508;Сцепление модели ЯМЗ 182-76 диафрагменное, сухое, фрикционное, однодисковое, вытяжного типа.;DMC-URALM-A-A7-50-00-00A-041A-A
[270, 973, 887, 1829, 3787, 2635, 3788, 3789, 141];1508;Сцепление модели ЯМЗ 182-76 диафрагменное, сухое, фрикционное, однодисковое, вытяжного типа.;DMC-URALM-A-A7-50-00-00A-041A-A
[7, 3192, 1699, 349, 2, 3193, 1692, 3194, 1077, 198, 2, 949, 176, 4, 949, 176, 94, 3195, 1343, 224, 234, 1281, 3196, 3197, 1592, 1695, 1700, 1689, 3198, 709, 388, 949, 176, 5, 349, 2, 1056, 2214, 949, 176, 32, 665, 261];1509;Для центрирования диафрагменной пружины и исключения её проворачивания относительно кожуха и нажимного диска, на нажимном диске установлено шесть пар втулок со специальными оттяжными скобами. Применение этих скоб позволяет сохранять постоянный контакт нажимного диска с пружиной и обеспечивать отход нажимного диска при выключении сцепления.;DMC-URALM-A-A7-50-00-00A-041A-A
[7, 3790, 1829, 247, 2, 3791, 351, 3792, 1148, 198, 2, 1011, 176, 4, 1011, 176, 290, 3793, 1541, 2636, 234, 1104, 3794, 1700, 1747, 269, 1700, 1823, 3795, 777, 388, 1011, 176, 5, 247, 2, 784, 2214, 1011, 176, 32, 647, 270];1509;Для центрирования диафрагменной пружины и исключения её проворачивания относительно кожуха и нажимного диска, на нажимном диске установлено шесть пар втулок со специальными оттяжными скобами. Применение этих скоб позволяет сохранять постоянный контакт нажимного диска с пружиной и обеспечивать отход нажимного диска при выключении сцепления.;DMC-URALM-A-A7-50-00-00A-041A-A
[245, 57, 572, 698];1510;Баллон не тормозных потребителей;DMC-URALM-A-A7-50-00-00A-041A-A
[245, 57, 596, 773];1510;Баллон не тормозных потребителей;DMC-URALM-A-A7-50-00-00A-041A-A
[735, 211];1511;Ведущая часть;DMC-URALM-A-A7-50-00-00A-041A-A
[115, 217];1511;Ведущая часть;DMC-URALM-A-A7-50-00-00A-041A-A
[3, 194, 211, 87, 94, 40];1512;В верхней части корпуса установлен клапан (;DMC-URALM-A-A7-50-00-00A-041A-A
[3, 181, 217, 87, 290, 44];1512;В верхней части корпуса установлен клапан (;DMC-URALM-A-A7-50-00-00A-041A-A
[40, 3199];1513;Клапан прокачки;DMC-URALM-A-A7-50-00-00A-041A-A
[44, 3796];1513;Клапан прокачки;DMC-URALM-A-A7-50-00-00A-041A-A
[744, 1701];1514;Усилитель пневмогидравлический;DMC-URALM-A-A7-50-00-00A-041A-A
[793, 1830];1514;Усилитель пневмогидравлический;DMC-URALM-A-A7-50-00-00A-041A-A
[631, 211, 305, 21, 1698, 366];1515;Гидравлическая часть состоит из компенсационного бачка (;DMC-URALM-A-A7-50-00-00A-041A-A
[650, 217, 319, 21, 1828, 994];1515;Гидравлическая часть состоит из компенсационного бачка (;DMC-URALM-A-A7-50-00-00A-041A-A
[367, 211, 838, 176];1516;Ведомая часть ‒ ведомый диск (;DMC-URALM-A-A7-50-00-00A-041A-A
[334, 217, 334, 176];1516;Ведомая часть ‒ ведомый диск (;DMC-URALM-A-A7-50-00-00A-041A-A
[385];1517;трубопроводы.;DMC-URALM-A-A7-50-00-00A-041A-A
[1372, 40];1518;обратного клапана (;DMC-URALM-A-A7-50-00-00A-041A-A
[1007, 44];1518;обратного клапана (;DMC-URALM-A-A7-50-00-00A-041A-A
[176, 838];1519;Диск ведомый;DMC-URALM-A-A7-50-00-00A-041A-A
[176, 334];1519;Диск ведомый;DMC-URALM-A-A7-50-00-00A-041A-A
[950, 261, 305, 21, 87];1520;ПГУ сцепления состоит из корпуса (;DMC-URALM-A-A7-50-00-00A-041A-A
[950, 270, 319, 21, 87];1520;ПГУ сцепления состоит из корпуса (;DMC-URALM-A-A7-50-00-00A-041A-A
[262];1521;Вилка;DMC-URALM-A-A7-50-00-00A-041A-A
[250];1521;Вилка;DMC-URALM-A-A7-50-00-00A-041A-A
[539, 261, 300];1522;Цилиндр сцепления главный;DMC-URALM-A-A7-50-00-00A-041A-A
[539, 270, 314];1522;Цилиндр сцепления главный;DMC-URALM-A-A7-50-00-00A-041A-A
[919];1523;E;DMC-URALM-A-A7-50-00-00A-041A-A
[349, 3200];1524;Пружина демпферная;DMC-URALM-A-A7-50-00-00A-041A-A
[247, 3797];1524;Пружина демпферная;DMC-URALM-A-A7-50-00-00A-041A-A
[2215, 3201];1525;Окно выпускное;DMC-URALM-A-A7-50-00-00A-041A-A
[2637, 1135];1525;Окно выпускное;DMC-URALM-A-A7-50-00-00A-041A-A
[3202];1526;Толкатель;DMC-URALM-A-A7-50-00-00A-041A-A
[3798];1526;Толкатель;DMC-URALM-A-A7-50-00-00A-041A-A
[54, 3203];1527;Механизм педальный;DMC-URALM-A-A7-50-00-00A-041A-A
[54, 3799];1527;Механизм педальный;DMC-URALM-A-A7-50-00-00A-041A-A
[134];1528;Крышка;DMC-URALM-A-A7-50-00-00A-041A-A
[136];1528;Крышка;DMC-URALM-A-A7-50-00-00A-041A-A
[40, 1372];1529;Клапан обратный;DMC-URALM-A-A7-50-00-00A-041A-A
[44, 1007];1529;Клапан обратный;DMC-URALM-A-A7-50-00-00A-041A-A
[185, 129];1530;Описание устройства;DMC-URALM-A-A7-50-00-00A-041A-A
[191, 132];1530;Описание устройства;DMC-URALM-A-A7-50-00-00A-041A-A
[261, 305, 21];1531;Сцепление состоит из:;DMC-URALM-A-A7-50-00-00A-041A-A
[270, 319, 21];1531;Сцепление состоит из:;DMC-URALM-A-A7-50-00-00A-041A-A
[1701, 744, 950];1532;пневмогидравлический усилитель (ПГУ) (;DMC-URALM-A-A7-50-00-00A-041A-A
[1830, 793, 950];1532;пневмогидравлический усилитель (ПГУ) (;DMC-URALM-A-A7-50-00-00A-041A-A
[41];1533;D;DMC-URALM-A-A7-50-00-00A-041A-A
[54, 665];1534;механизма выключения.;DMC-URALM-A-A7-50-00-00A-041A-A
[54, 647];1534;механизма выключения.;DMC-URALM-A-A7-50-00-00A-041A-A
[129];1535;Устройство;DMC-URALM-A-A7-50-00-00A-041A-A
[132];1535;Устройство;DMC-URALM-A-A7-50-00-00A-041A-A
[1031, 91, 35, 98, 4];1536;Основные элементы привода показаны на ;DMC-URALM-A-A7-50-00-00A-041A-A
[329, 91, 35, 101, 4];1536;Основные элементы привода показаны на ;DMC-URALM-A-A7-50-00-00A-041A-A
[349, 3204];1537;Пружина возвратная;DMC-URALM-A-A7-50-00-00A-041A-A
[247, 3800];1537;Пружина возвратная;DMC-URALM-A-A7-50-00-00A-041A-A
[35, 261];1538;Привод сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[35, 270];1538;Привод сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[158];1539;Пробка;DMC-URALM-A-A7-50-00-00A-041A-A
[161];1539;Пробка;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 450, 80, 743];1540;Полость (K) под золотником (17);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 450, 80, 743];1540;Полость (K) под золотником (17);DMC-URALM-A-A7-50-00-00A-041A-A
[40, 488];1541;Клапан воздушный;DMC-URALM-A-A7-50-00-00A-041A-A
[44, 503];1541;Клапан воздушный;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 711, 40];1542;Полость над клапаном (14);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 711, 40];1542;Полость над клапаном (14);DMC-URALM-A-A7-50-00-00A-041A-A
[261];1543;Сцепление;DMC-URALM-A-A7-50-00-00A-041A-A
[270];1543;Сцепление;DMC-URALM-A-A7-50-00-00A-041A-A
[1373];1544;F;DMC-URALM-A-A7-50-00-00A-041A-A
[17];1545;Все;DMC-URALM-A-A7-50-00-00A-041A-A
[896, 1697, 81, 1371, 12, 38, 48, 38];1546;Величина свободного хода педали (от 2 мм до 10 мм);DMC-URALM-A-A7-50-00-00A-041A-A
[980, 874, 81, 1555, 12, 38, 48, 38];1546;Величина свободного хода педали (от 2 мм до 10 мм);DMC-URALM-A-A7-50-00-00A-041A-A
[539, 300];1547;Цилиндр главный;DMC-URALM-A-A7-50-00-00A-041A-A
[539, 314];1547;Цилиндр главный;DMC-URALM-A-A7-50-00-00A-041A-A
[367, 211];1548;Ведомая часть;DMC-URALM-A-A7-50-00-00A-041A-A
[334, 217];1548;Ведомая часть;DMC-URALM-A-A7-50-00-00A-041A-A
[528, 3205];1549;Штуцер подводной;DMC-URALM-A-A7-50-00-00A-041A-A
[528, 3801];1549;Штуцер подводной;DMC-URALM-A-A7-50-00-00A-041A-A
[3, 443, 211, 87, 1599, 1336, 2215];1550;В нижней части корпуса имеется выпускное окно (;DMC-URALM-A-A7-50-00-00A-041A-A
[3, 467, 217, 87, 638, 1135, 2637];1550;В нижней части корпуса имеется выпускное окно (;DMC-URALM-A-A7-50-00-00A-041A-A
[488, 40];1551;Воздушный клапан (;DMC-URALM-A-A7-50-00-00A-041A-A
[503, 44];1551;Воздушный клапан (;DMC-URALM-A-A7-50-00-00A-041A-A
[245, 57, 572, 698];1552;баллон не тормозных потребителей (;DMC-URALM-A-A7-50-00-00A-041A-A
[245, 57, 596, 773];1552;баллон не тормозных потребителей (;DMC-URALM-A-A7-50-00-00A-041A-A
[349];1553;Пружина;DMC-URALM-A-A7-50-00-00A-041A-A
[247];1553;Пружина;DMC-URALM-A-A7-50-00-00A-041A-A
[242, 261, 98, 4];1554;Конструкция сцепления показана на ;DMC-URALM-A-A7-50-00-00A-041A-A
[251, 270, 101, 4];1554;Конструкция сцепления показана на ;DMC-URALM-A-A7-50-00-00A-041A-A
[896, 573, 81, 1371, 12, 38, 48, 38];1555;Величина полного хода педали (от 105 мм до 115 мм);DMC-URALM-A-A7-50-00-00A-041A-A
[980, 597, 81, 1555, 12, 38, 48, 38];1555;Величина полного хода педали (от 105 мм до 115 мм);DMC-URALM-A-A7-50-00-00A-041A-A
[540];1556;L1;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 1373, 348, 743, 2, 87];1557;Полость (F) между золотником (17) и корпусом (16);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 1373, 358, 743, 2, 87];1557;Полость (F) между золотником (17) и корпусом (16);DMC-URALM-A-A7-50-00-00A-041A-A
[242, 950, 261, 98, 4];1558;Конструкция ПГУ сцепления показана на ;DMC-URALM-A-A7-50-00-00A-041A-A
[251, 950, 270, 101, 4];1558;Конструкция ПГУ сцепления показана на ;DMC-URALM-A-A7-50-00-00A-041A-A
[206, 2167];1559;Кольцо упорное;DMC-URALM-A-A7-50-00-00A-041A-A
[219, 2597];1559;Кольцо упорное;DMC-URALM-A-A7-50-00-00A-041A-A
[1701, 744, 261];1560;Пневмогидравлический усилитель сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[1830, 793, 270];1560;Пневмогидравлический усилитель сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[914, 1697, 81, 1371];1561;Регулировка свободного хода педали ;DMC-URALM-A-A7-50-00-00A-041A-A
[986, 874, 81, 1555];1561;Регулировка свободного хода педали ;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 670];1562;Полость поршня (5);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 1552];1562;Полость поршня (5);DMC-URALM-A-A7-50-00-00A-041A-A
[367, 211, 261, 949, 176];1563;Ведущая часть сцепления ‒ нажимной диск (;DMC-URALM-A-A7-50-00-00A-041A-A
[115, 217, 270, 1011, 176];1563;Ведущая часть сцепления ‒ нажимной диск (;DMC-URALM-A-A7-50-00-00A-041A-A
[62, 3206];1564;Подшипник выжимной;DMC-URALM-A-A7-50-00-00A-041A-A
[62, 3802];1564;Подшипник выжимной;DMC-URALM-A-A7-50-00-00A-041A-A
[384, 348, 3207, 2, 134];1565;Полость между поршнем (5) и крышкой (8);DMC-URALM-A-A7-50-00-00A-041A-A
[408, 358, 1552, 2, 136];1565;Полость между поршнем (5) и крышкой (8);DMC-URALM-A-A7-50-00-00A-041A-A
[442, 91, 35, 1587];1566;Основными элементами привода являются:;DMC-URALM-A-A7-50-00-00A-041A-A
[329, 91, 35, 1743];1566;Основными элементами привода являются:;DMC-URALM-A-A7-50-00-00A-041A-A
[2216, 261];1567;Педаль сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[2638, 270];1567;Педаль сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[176, 949];1568;Диск нажимной;DMC-URALM-A-A7-50-00-00A-041A-A
[176, 1011];1568;Диск нажимной;DMC-URALM-A-A7-50-00-00A-041A-A
[3208];1569;Грязесъёмник;DMC-URALM-A-A7-50-00-00A-041A-A
[3803];1569;Грязесъёмник;DMC-URALM-A-A7-50-00-00A-041A-A
[261, 221, 7, 1590, 2160, 64, 12, 1365, 2, 3209, 737, 153, 18, 1028, 7, 1078, 926, 2, 2200, 441, 1365, 12, 3210];1570;Сцепление предназначено для кратковременного отсоединения двигателя от трансмиссии и плавного их соединения, а также для гашения колебаний и предохранения агрегатов трансмиссии от перегрузок.;DMC-URALM-A-A7-50-00-00A-041A-A
[270, 227, 7, 1745, 2592, 66, 12, 1550, 2, 3804, 593, 145, 18, 1095, 7, 1149, 993, 2, 2627, 441, 1550, 12, 3805];1570;Сцепление предназначено для кратковременного отсоединения двигателя от трансмиссии и плавного их соединения, а также для гашения колебаний и предохранения агрегатов трансмиссии от перегрузок.;DMC-URALM-A-A7-50-00-00A-041A-A
[206, 590];1571;Кольцо резиновое;DMC-URALM-A-A7-50-00-00A-041A-A
[219, 610];1571;Кольцо резиновое;DMC-URALM-A-A7-50-00-00A-041A-A
[146, 147];1572;Ответственная компания;DMC-URALM-A-A7-50-00-00A-041A-A
[149, 150];1572;Ответственная компания;DMC-URALM-A-A7-50-00-00A-041A-A
[1370, 914, 573, 81];1573;Эксцентрик регулировки полного хода;DMC-URALM-A-A7-50-00-00A-041A-A
[1370, 986, 597, 81];1573;Эксцентрик регулировки полного хода;DMC-URALM-A-A7-50-00-00A-041A-A
[300, 539];1574;главный цилиндр (;DMC-URALM-A-A7-50-00-00A-041A-A
[314, 539];1574;главный цилиндр (;DMC-URALM-A-A7-50-00-00A-041A-A
[450];1575;K;DMC-URALM-A-A7-50-00-00A-041A-A
[35, 665, 261, 631, 5, 744, 571, 141];1576;Привод выключения сцепления гидравлический с усилителем пневматического типа.;DMC-URALM-A-A7-50-00-00A-041A-A
[35, 647, 270, 650, 5, 793, 595, 141];1576;Привод выключения сцепления гидравлический с усилителем пневматического типа.;DMC-URALM-A-A7-50-00-00A-041A-A
[152];1577;B;DMC-URALM-A-A7-50-00-00A-041A-A
[2216];1578;педаль (;DMC-URALM-A-A7-50-00-00A-041A-A
[2638];1578;педаль (;DMC-URALM-A-A7-50-00-00A-041A-A
[1345, 541];1579;Чехол защитный;DMC-URALM-A-A7-50-00-00A-041A-A
[1345, 569];1579;Чехол защитный;DMC-URALM-A-A7-50-00-00A-041A-A
[349, 2210];1580;Пружина поджимная;DMC-URALM-A-A7-50-00-00A-041A-A
[247, 2634];1580;Пружина поджимная;DMC-URALM-A-A7-50-00-00A-041A-A
[1348];1581;Манжета;DMC-URALM-A-A7-50-00-00A-041A-A
[632];1581;Манжета;DMC-URALM-A-A7-50-00-00A-041A-A
[366, 1698];1582;бачок компенсационный (;DMC-URALM-A-A7-50-00-00A-041A-A
[366, 1828];1582;бачок компенсационный (;DMC-URALM-A-A7-50-00-00A-041A-A
[300, 539, 261];1583;Главный цилиндр сцепления (;DMC-URALM-A-A7-50-00-00A-041A-A
[314, 539, 270];1583;Главный цилиндр сцепления (;DMC-URALM-A-A7-50-00-00A-041A-A
[631, 211, 35];1584;Гидравлическая часть привода;DMC-URALM-A-A7-50-00-00A-041A-A
[650, 217, 35];1584;Гидравлическая часть привода;DMC-URALM-A-A7-50-00-00A-041A-A
[1372, 40, 94, 4, 245, 2, 221, 7, 2020, 488, 1374, 3211, 12, 892, 449, 2208, 8, 245, 2, 3212, 122, 3, 3213, 2195, 12, 454, 122, 3, 442, 449];1585;Обратный клапан установлен на баллоне и предназначен для разделения воздушной магистрали, идущей от отдельного контура пневмосистемы к баллону и сохранения давления в ней независимо от падения давления в основных контурах.;DMC-URALM-A-A7-50-00-00A-041A-A
[1007, 44, 290, 4, 245, 2, 227, 7, 2539, 503, 2639, 3806, 12, 979, 449, 2632, 8, 245, 2, 3807, 125, 3, 57, 2622, 12, 469, 125, 3, 329, 449];1585;Обратный клапан установлен на баллоне и предназначен для разделения воздушной магистрали, идущей от отдельного контура пневмосистемы к баллону и сохранения давления в ней независимо от падения давления в основных контурах.;DMC-URALM-A-A7-50-00-00A-041A-A
[87, 539];1586;Корпус цилиндра;DMC-URALM-A-A7-50-00-00A-041A-A
[939];1587;Тройник;DMC-URALM-A-A7-50-00-00A-041A-A
[152];1588;b;DMC-URALM-A-A7-50-00-00A-041A-A
[245];1589;баллона (;DMC-URALM-A-A7-50-00-00A-041A-A
[198, 261];1590;Кожух сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[198, 270];1590;Кожух сцепления;DMC-URALM-A-A7-50-00-00A-041A-A
[349, 1699];1591;Пружина диафрагменная;DMC-URALM-A-A7-50-00-00A-041A-A
[247, 1829];1591;Пружина диафрагменная;DMC-URALM-A-A7-50-00-00A-041A-A
[491, 9, 95, 137, 23];1592;Первичный вал коробки переключения передач;DMC-URALM-A-A7-50-00-00A-041A-A
[506, 9, 96, 138, 24];1592;Первичный вал коробки переключения передач;DMC-URALM-A-A7-50-00-00A-041A-A
[49, 2213, 381, 3214, 234, 591, 1375, 490, 1622, 2217, 2218, 5, 49, 3215, 1079, 951, 49, 1616, 381, 1702, 8, 1079, 3216, 1622, 2, 2170, 2217];1593;Крепление фрикционной накладки, расположенной со стороны маховика, осуществляется простыми заклёпками одновременно с креплением двенадцати пружинных пластин. Крепление другой накладки производится к пружинным пластинам простыми и ступенчатыми заклёпками.;DMC-URALM-A-A7-50-00-00A-041A-A
[50, 2635, 432, 864, 234, 611, 1375, 409, 1770, 1831, 2640, 5, 50, 3808, 247, 794, 50, 772, 432, 1832, 8, 247, 794, 1770, 2, 2601, 1831];1593;Крепление фрикционной накладки, расположенной со стороны маховика, осуществляется простыми заклёпками одновременно с креплением двенадцати пружинных пластин. Крепление другой накладки производится к пружинным пластинам простыми и ступенчатыми заклёпками.;DMC-URALM-A-A7-50-00-00A-041A-A
[54, 178];1594;Механизм включения;DMC-URALM-A-A7-50-00-00A-041A-A
[54, 182];1594;Механизм включения;DMC-URALM-A-A7-50-00-00A-041A-A
[27, 27, 27];1595;ГОСТ 2.601-2013, ГОСТ 2.610-2006, ГОСТ 2.611-2011;DMC-URALM-A-A7-50-00-00A-041A-A
[571, 211, 35];1596;Пневматическая часть привода;DMC-URALM-A-A7-50-00-00A-041A-A
[595, 217, 35];1596;Пневматическая часть привода;DMC-URALM-A-A7-50-00-00A-041A-A
[206, 532];1597;Кольцо стопорное;DMC-URALM-A-A7-50-00-00A-041A-A
[219, 505];1597;Кольцо стопорное;DMC-URALM-A-A7-50-00-00A-041A-A
[1375];1598;Маховик;DMC-URALM-A-A7-50-00-00A-041A-A
[3217, 9, 64];1599;Коленчатый вал двигателя;DMC-URALM-A-A7-50-00-00A-041A-A
[3809, 9, 66];1599;Коленчатый вал двигателя;DMC-URALM-A-A7-50-00-00A-041A-A
[540];1600;L;DMC-URALM-A-A7-50-00-00A-041A-A
[376];1601;Назначение;DMC-URALM-A-A7-60-00-00A-041A-A
[404];1601;Назначение;DMC-URALM-A-A7-60-00-00A-041A-A
[625, 243, 9];1602;Труба карданного вала;DMC-URALM-A-A7-60-00-00A-041A-A
[645, 252, 9];1602;Труба карданного вала;DMC-URALM-A-A7-60-00-00A-041A-A
[1703, 952];1603;Уплотнение телескопа;DMC-URALM-A-A7-60-00-00A-041A-A
[1833, 952];1603;Уплотнение телескопа;DMC-URALM-A-A7-60-00-00A-041A-A
[146, 147];1604;Ответственная компания;DMC-URALM-A-A7-60-00-00A-041A-A
[149, 150];1604;Ответственная компания;DMC-URALM-A-A7-60-00-00A-041A-A
[9, 243, 341];1605;Вал карданный промежуточный;DMC-URALM-A-A7-60-00-00A-041A-A
[9, 252, 356];1605;Вал карданный промежуточный;DMC-URALM-A-A7-60-00-00A-041A-A
[1703, 1704];1606;Уплотнение торцевое;DMC-URALM-A-A7-60-00-00A-041A-A
[1833, 1834];1606;Уплотнение торцевое;DMC-URALM-A-A7-60-00-00A-041A-A
[17];1607;Все;DMC-URALM-A-A7-60-00-00A-041A-A
[745, 1705];1608;Пресс-маслёнка;DMC-URALM-A-A7-60-00-00A-041A-A
[745, 431];1608;Пресс-маслёнка;DMC-URALM-A-A7-60-00-00A-041A-A
[27, 27];1609;ГОСТ 2.610-2006 ГОСТ 2.601-2006;DMC-URALM-A-A7-60-00-00A-041A-A
[62, 3218];1610;Подшипник игольчатый;DMC-URALM-A-A7-60-00-00A-041A-A
[62, 3810];1610;Подшипник игольчатый;DMC-URALM-A-A7-60-00-00A-041A-A
[341, 243, 9];1611;Промежуточный карданный вал (;DMC-URALM-A-A7-60-00-00A-041A-A
[356, 252, 9];1611;Промежуточный карданный вал (;DMC-URALM-A-A7-60-00-00A-041A-A
[184, 164, 243, 9];1612;Схема установки карданных валов;DMC-URALM-A-A7-60-00-00A-041A-A
[190, 170, 252, 9];1612;Схема установки карданных валов;DMC-URALM-A-A7-60-00-00A-041A-A
[512];1613;Характеристика;DMC-URALM-A-A7-60-00-00A-041A-A
[555];1613;Характеристика;DMC-URALM-A-A7-60-00-00A-041A-A
[242, 243, 9, 98, 4];1614;Конструкция карданного вала показана на ;DMC-URALM-A-A7-60-00-00A-041A-A
[251, 252, 9, 101, 4];1614;Конструкция карданного вала показана на ;DMC-URALM-A-A7-60-00-00A-041A-A
[243, 9, 3219, 3220, 2122, 3221, 2219, 951];1615;Карданный вал динамически балансируется путём приварки балансировочных пластин (;DMC-URALM-A-A7-60-00-00A-041A-A
[252, 9, 1835, 92, 2567, 3811, 2641, 794];1615;Карданный вал динамически балансируется путём приварки балансировочных пластин (;DMC-URALM-A-A7-60-00-00A-041A-A
[243, 23];1616;Карданная передача;DMC-URALM-A-A7-60-00-00A-041A-A
[252, 24];1616;Карданная передача;DMC-URALM-A-A7-60-00-00A-041A-A
[9, 243, 35, 34, 10];1617;Вал карданный привода переднего моста;DMC-URALM-A-A7-60-00-00A-041A-A
[9, 252, 35, 33, 10];1617;Вал карданный привода переднего моста;DMC-URALM-A-A7-60-00-00A-041A-A
[262, 3222];1618;Вилка скользящая;DMC-URALM-A-A7-60-00-00A-041A-A
[250, 3812];1618;Вилка скользящая;DMC-URALM-A-A7-60-00-00A-041A-A
[830];1619;Крестовина;DMC-URALM-A-A7-60-00-00A-041A-A
[868];1619;Крестовина;DMC-URALM-A-A7-60-00-00A-041A-A
[9, 243, 35, 345, 10];1620;Вал карданный привода среднего моста;DMC-URALM-A-A7-60-00-00A-041A-A
